Age of Youngest Offspring,follow
7.402739726,1811
7.4,1808
7.397260274,1805
3.6,1495
6.991780822,1872
2.169863014,749
2.383561644,1292
2.375342466,1288
2.369863014,1284
3.509589041,2222
10.84109589,2217
3.501369863,2212
3.498630137,2208
3.495890411,2204
3.419178082,2151
3.41369863,2147
3.410958904,2142
3.391780822,2122
3.389041096,2118
3.38630137,2114
3.378082192,2101
3.375342466,2096
2.405479452,1311
2.402739726,1307
2.397260274,1301
2.394520548,1298
2.391780822,1295
2.389041096,1294
2.38630137,1293
3.575342466,2340
3.57260274,2335
3.569863014,2330
3.567123288,2324
3.561643836,2309
3.534246575,2264
3.531506849,2260
3.583561644,2356
3.405479452,2334
3.402739726,2328
3.4,2322
3.378082192,2281
3.375342466,2277
3.37260274,2272
3.369863014,2267
3.536986301,2268
3.364383562,2259
3.528767123,2256
3.421917808,2365
3.224657534,2121
3.350684932,2235
3.342465753,2220
3.339726027,2215
3.235616438,2132
3.232876712,2129
3.230136986,2126
3.221917808,2117
3.216438356,2110
3.189041096,2090
3.18630137,2085
3.180821918,2075
3.178082192,2071
3.35890411,2250
3.356164384,2245
5.928767123,930
4.726027397,585
3.287671233,2105
3.254794521,2074
3.243835616,2066
3.295890411,2116
3.282191781,2095
3.257534247,2078
3.249315068,2069
3.591780822,2372
3.589041096,2367
6.923287671,1406
6.920547945,1403
2.504109589,1412
2.501369863,1408
2.410958904,1386
2.567123288,1370
2.564383562,1368
2.55890411,1365
2.578082192,1387
2.498630137,1313
9.830136986,1310
1.02739726,732
1.024657534,731
2.528767123,1339
2.526027397,1337
2.383561644,1357
2.350684932,1328
2.347945205,1325
2.345205479,1323
2.342465753,1321
6.956164384,1443
6.934246575,1420
2.356164384,1334
2.353424658,1331
2.328767123,1309
2.326027397,1306
1.520547945,934
2.402739726,1372
2.389041096,1361
2.38630137,1359
2.380821918,1355
2.37260274,1348
4.64109589,546
6.95890411,1445
6.945205479,1433
0.660273973,269
0.635616438,242
6.980821918,1465
6.978082192,1463
3.21369863,1242
5.780821918,797
5.778082192,794
1997.09863,790
5.761643836,783
5.602739726,752
2.167123288,747
5.454794521,740
4.832876712,657
4.830136986,656
0.164383562,2394
6.917808219,1399
6.898630137,1371
6.745205479,1274
6.742465753,1272
6.671232877,1260
6.668493151,1258
6.663013699,1256
0.698630137,699
6.731506849,11
6.712328767,6
6.994520548,1475
6.991780822,1473
6.665753425,1257
6.660273973,1255
7,1477
3.526027397,1429
3.523287671,1425
6.624657534,1239
3.230136986,1253
6.638356164,1249
6.635616438,1247
3.232876712,1254
3.22739726,1252
3.224657534,1250
3.221917808,1248
3.219178082,1246
3.216438356,1244
3.210958904,1240
6.62739726,1241
3.208219178,1238
3.205479452,1236
6.621917808,1237
1995.115068,41
1.542465753,943
1.534246575,940
1.526027397,936
1.504109589,929
5.895890411,911
5.893150685,908
5.890410959,905
1997.189041,883
0.695890411,877
5.860273973,875
9.443835616,870
5.84109589,856
1997.153425,843
5.824657534,836
5.816438356,832
5.805479452,826
4.775342466,614
4.753424658,600
0.4,589
1.287671233,564
0.347945205,557
4.673972603,554
4.649315068,550
4.643835616,547
4.638356164,545
4.608219178,526
0.068493151,475
4.416438356,432
4.336986301,405
4.320547945,390
4.01369863,2641
3.978082192,2589
6.556164384,1575
3.495890411,1390
1.736986301,975
0.728767123,338
0.726027397,332
2.816438356,1695
1.731506849,971
0.723287671,326
0.720547945,323
0.712328767,317
0.709589041,315
0.695890411,299
0.690410959,296
0.684931507,293
-3.189041096,2593
2.810958904,1687
3.695890411,1609
0.676712329,287
0.668493151,279
0.663013699,272
0.649315068,255
0.64109589,251
0.632876712,236
0.583561644,206
3.553424658,2381
2.805479452,1679
2.769863014,1661
0.6,217
0.597260274,213
0.57260274,198
0.569863014,196
6.906849315,136
4.30137E+15,135
6.895890411,130
1999.621918,2581
3.775342466,1659
3.81369863,1681
0.35890411,163
2002.232877,4103
6.41369863,4038
0.739726027,1883
1998.49589,1642
0.449315068,1568
6.835616438,74
1,3648
1999.635616,2591
1998.805479,1863
6.983561644,1856
1.076712329,1738
1.060273973,1725
1998.468493,1630
1998.931507,2026
6.594520548,1604
3.509589041,2403
1998.928767,2022
3.652054795,1599
6.569863014,1598
6.542465753,1547
0.432876712,1531
6.060273973,959
6.057534247,956
1995.057534,12
6.728767123,10
6.715068493,8
6.706849315,2
6.235616438,4020
6.232876712,4014
6.093150685,3927
6.087671233,3920
6.084931507,3915
6.082191781,3910
6.079452055,3905
6.076712329,3900
6.073972603,3895
3.994520548,2618
3.991780822,2613
3.989041096,2607
3.98630137,2602
0.750684932,1902
6.684931507,1652
1.734246575,973
6.57260274,4098
6.569863014,4095
6.526027397,4069
6.317808219,4052
6.315068493,4049
6.312328767,4046
6.309589041,4043
6.416438356,4039
13.72328767,3995
6.090410959,3925
6.065753425,3890
6.063013699,3887
3.882191781,3778
3.876712329,3774
4.649315068,3072
4.646575342,3069
4,2625
3.997260274,2622
6.898630137,1802
0.024657534,1770
6.846575342,1751
4.673972603,3092
3.673972603,2400
1998.923288,2017
1998.926027,2019
4.652054795,3076
1.079452055,1741
6.391780822,4000
2.326027397,3609
2001.569863,3625
2.624657534,1565
0.734246575,1874
1998.80274,1857
3.082191781,1129
3.049315068,1110
0.736986301,345
2.665753425,3857
22.47945205,1116
2.216438356,6090
2.208219178,6086
2.197260274,6079
1.183561644,6078
1.180821918,6075
1.178082192,6074
4.673972603,6072
4.632876712,6057
6.087671233,6048
4.575342466,6045
4.646575342,6039
4.643835616,6036
4.457534247,6012
4.454794521,6011
2.235616438,6007
2.221917808,5997
5.915068493,5987
7.854794521,5955
2.021917808,5924
1.893150685,5890
1.887671233,5886
7.487671233,5855
7.482191781,5851
7.476712329,5847
7.460273973,5835
7.454794521,5829
7.452054795,5826
7.446575342,5822
7.443835616,5820
3.901369863,5807
1.665753425,5800
6.983561644,5750
6.980821918,5749
1.063013699,5713
6.61369863,5696
4.553424658,5666
3.120547945,5652
3.117808219,5651
3.032876712,5648
3.030136986,5645
5.520547945,5644
5.495890411,5634
5.493150685,5632
5.490410959,5627
6.490410959,5628
6.487671233,5623
6.484931507,5620
5.482191781,5619
2011.594521,5557
5.857534247,5458
5.846575342,5450
4.791780822,5446
4.789041096,5445
4.78630137,5444
2011.10411,5443
2011.10137,5442
3.616438356,5386
3.506849315,5340
3.504109589,5338
1.873972603,5219
3.2,5190
3.197260274,5187
3.194520548,5185
3.191780822,5183
3.189041096,5181
3.18630137,5178
3.183561644,5175
6.156164384,5166
3.136986301,5157
4.136986301,5159
4.134246575,5154
3.131506849,5153
4.115068493,5145
4.112328767,5143
3.109589041,5142
3.106849315,5141
4.098630137,5138
2010.39726,5132
7.052054795,5129
4.032876712,5126
4.030136986,5124
3.02739726,5120
4.02739726,5122
3.024657534,5116
2.983561644,5082
2.917808219,5026
2.865753425,4987
6.868493151,4989
3.863013699,4983
2.863013699,4985
3.860273973,4977
3.857534247,4975
3.854794521,4969
1.356164384,4972
3.852054795,4965
1.353424658,4968
3.849315068,4963
2.775342466,4952
2.769863014,4947
2.660273973,4924
3.657534247,4917
2.657534247,4919
3.654794521,4912
2.619178082,4906
2.616438356,4904
2.605479452,4899
2.602739726,4896
2.6,4893
2.597260274,4890
2.594520548,4887
2.591780822,4884
2.589041096,4882
2.58630137,4880
2.583561644,4879
2.580821918,4877
2.578082192,4875
0.553424658,4872
2.575342466,4873
0.550684932,4871
0.547945205,4870
0.545205479,4869
3.95890411,4797
6.167123288,4727
2.164383562,4729
2.153424658,4716
2.150684932,4715
2.147945205,4713
2009.460274,4712
2.093150685,4697
5.57260274,4676
3.964383562,4631
4.424657534,4619
4.421917808,4617
0.994520548,4609
2.904109589,4603
2.901369863,4599
2.898630137,4596
3.849315068,4513
7.167123288,4364
3.520547945,4237
2.471232877,3695
9.506849315,3263
5.326027397,2139
2.336986301,1317
2.334246575,1315
6.64109589,1251
6.501369863,1131
2.35890411,789
0.701369863,701
0.695890411,697
0.693150685,696
6.882191781,113
1998.813699,1882
4.791780822,6105
1.961643836,6107
1.964383562,6108
1.967123288,6109
1.969863014,6110
1.97260274,6111
4.928767123,6121
4.931506849,6122
5.468493151,
5.249315068,6186
2.947945205,6185
2.860273973,6155
2.857534247,6154
2.854794521,6153
2.852054795,6152
2.849315068,6151
2.539726027,6138
2.536986301,6137
2.534246575,6136
2.531506849,6135
2.528767123,6134
2.526027397,6133
2.726027397,6209
2.728767123,6210
5.252054795,6215
5.405479452,6283
3.04109589,6330
3.446575342,6374
3.449315068,6378
3.452054795,6380
5.704109589,6389
5.706849315,6392
0.21369863,6396
0.216438356,6398
5.756164384,6416
2.210958904,6088
2.205479452,6084
2.202739726,6082
1.802739726,5949
2.032876712,5933
5.82739726,6435
5.830136986,6436
5.832876712,6439
5.84109589,6441
5.843835616,6443
3.342465753,6446
3.345205479,6448
3.347945205,6449
5.873972603,6458
3.482191781,6503
0.487671233,6506
0.504109589,6510
6.016438356,6514
6.134246575,6530
6.136986301,6532
6.139726027,6534
6.142465753,6537
6.145205479,6539
2.808219178,6583
2.808219178,6584
2.810958904,6586
2.81369863,6590
2.852054795,6609
3.98630137,6646
0.526027397,6660
0.528767123,6662
0.531506849,6665
0.534246575,6666
4.046575342,6670
2015.383562,6672
2015.386301,6673
4.049315068,6674
4.052054795,6675
4.087671233,6688
4.090410959,6689
4.093150685,6690
4.095890411,6691
4.098630137,6692
1.109589041,6693
1.112328767,6694
1.115068493,6695
1.117808219,6697
1.120547945,6699
1.123287671,6701
0.032876712,6717
0.035616438,6718
0.038356164,6719
0.04109589,6720
0.043835616,6721
0.046575342,6722
0.084931507,6736
0.087671233,6737
0.090410959,6738
0.093150685,6739
0.095890411,6740
0.098630137,6741
0.101369863,6742
0.104109589,6743
0.106849315,6744
0.109589041,6745
0.112328767,6746
0.115068493,6747
0.117808219,6750
0.120547945,6752
0.123287671,6753
0.15890411,6766
0.161643836,6768
0.164383562,6770
0.167123288,6771
0.169863014,6774
0.17260274,6775
4.715068493,6781
4.717808219,6782
4.720547945,6783
0.263013699,6784
0.265753425,6785
0.268493151,6786
0.271232877,6787
0.273972603,6788
0.276712329,6789
4.873972603,6817
4.882191781,6823
0.479452055,6845
0.482191781,6846
0.484931507,6847
0.487671233,6848
0.490410959,6849
0.493150685,6850
2016.087671,6858
2016.090411,6859
2016.093151,6860
2016.09589,6861
2016.09863,6862
4.909589041,6901
0.02739726,6715
0.030136986,6716
0.049315068,6723
0.052054795,6724
0.054794521,6725
0.057534247,6726
0.060273973,6727
0.063013699,6728
0.065753425,6729
0.068493151,6730
0.071232877,6731
0.073972603,6732
0.076712329,6733
0.079452055,6734
0.082191781,6735
4.936986301,6912
0.863013699,6955
0.865753425,6956
0.868493151,6958
0.871232877,6960
0.873972603,6962
0.876712329,6964
4.304109589,7029
3.660273973,4922
4.501369863,6791
4.504109589,6792
4.506849315,6793
4.509589041,6794
4.857534247,6801
4.860273973,6802
4.863013699,6804
4.865753425,6806
4.868493151,6811
4.871232877,6812
4.879452055,6822
2016.084932,6857
4.904109589,6897
4.906849315,6899
5.547945205,7084
5.857534247,7199
2.01369863,7238
2.016438356,7241
2.016438356,7242
2.019178082,7243
2.021917808,7246
2.024657534,7249
2.02739726,7251
4.243835616,7254
4.246575342,7256
4.249315068,7258
4.252054795,7260
4.254794521,7262
2.063013699,7265
2.065753425,7266
4.301369863,7270
4.320547945,7271
4.323287671,7273
8.323287671,7277
8.326027397,7278
8.328767123,7280
8.331506849,7282
8.334246575,7283
8.336986301,7285
4.364383562,7288
4.367123288,7289
5.454794521,7307
5.457534247,7308
2.312328767,7311
2.315068493,7313
2.317808219,7315
2.320547945,7318
2.323287671,7321
3.063013699,7325
2.35890411,7327
2.361643836,7329
3.065753425,7331
2.364383562,7333
2.367123288,7337
2.369863014,7340
2.37260274,7343
2.375342466,7347
2.380821918,7351
2.38630137,7357
2.391780822,7365
2.394520548,7368
2.4,7372
2.402739726,7373
2.405479452,7374
0.536986301,6668
2.463013699,3678
1.742465753,7219
1.734246575,7216
1.736986301,7217
1.739726027,7218
1.682191781,7204
1.684931507,7205
1.687671233,7206
1.643835616,7191
1.643835616,7190
8.331506849,7180
8.191780822,7148
1.539726027,7157
1.616438356,7177
1.619178082,7178
1.610958904,7175
1.61369863,7176
8.18630137,7143
8.189041096,7146
8.194520548,7150
1.542465753,7159
1.545205479,7160
1.608219178,7174
1.452054795,7131
1.454794521,7132
4.594520548,7110
5.898630137,7121
5.901369863,7123
5.906849315,7127
5.895890411,7118
4.547945205,7083
1.235616438,7062
4.545205479,7082
1.232876712,7061
1.238356164,7063
1.24109589,7064
1.068493151,7011
1.065753425,7010
7.608219178,5365
3.443835616,6372
3.923287671,5814
3.101369863,6349
3.104109589,6354
3.106849315,6356
3.109589041,6359
3.112328767,6362
3.350684932,6451
0.484931507,6505
6.010958904,6511
4.578082192,6046
5.115068493,6163
0.219178082,6401
558,6112
4.726027397,6094
4.024657534,5118
6.824657534,6245
6.82739726,6247
6.865753425,6263
6.868493151,6266
5.402739726,6281
5.569863014,6302
5.57260274,6303
5.575342466,6306
5.578082192,6308
5.580821918,6310
6.830136986,6249
6.55890411,4865
6.561643836,4867
7.21369863,4931
7.219178082,4935
6.832876712,6250
2.77260274,4949
2010.145205,4955
2010.147945,4958
1.356164384,4971
1.35890411,4973
1.35890411,4974
6.863013699,4979
6.865753425,4981
2010.145205,4956
0,4959
2.64109589,6174
2.638356164,6172
2.942465753,6182
5.117808219,6164
4.643835616,6065
2.2,6080
7.24109589,6096
0.002739726,5428
5.578082192,4680
4.019178082,4843
3.624657534,5391
2.739726027,3897
0.936986301,2938
0.967123288,2957
1.265753425,3118
2.528767123,4846
7.44109589,5294
3.97260274,4812
3.978082192,4816
3.980821918,4818
2.482191781,4823
2.495890411,4827
6.547945205,4853
6.550684932,4856
6.553424658,4859
6.556164384,4862
6.876712329,5001
2.876712329,5005
2.882191781,5018
6.890410959,5024
6.926027397,5027
1.44109589,5037
6.945205479,5041
6.947945205,5043
1.446575342,5046
6.950684932,5049
6.953424658,5053
6.956164384,5055
6.95890411,5058
6.961643836,5061
6.964383562,5065
5.978082192,5074
2.98630137,5085
2.98630137,5087
2.991780822,5096
3.994520548,5099
3.997260274,5103
3.205479452,5197
2010.608219,5211
2010.610959,5212
1.871232877,5216
7.323287671,5238
5.328767123,5242
5.339726027,5253
5.369863014,5265
7.402739726,5274
7.408219178,5280
7.443835616,5296
7.452054795,5305
3.452054795,5311
7.498630137,5334
7.602739726,5359
7.62739726,5389
7.630136986,5392
7.652054795,5402
7.657534247,5405
7.660273973,5407
0.295890411,5484
3.956164384,4624
1.98630137,4634
1.997260274,4644
5.046575342,4661
5.049315068,4663
3.063013699,4672
3.065753425,4675
5.071232877,4679
5.073972603,4682
5.076712329,4686
5.079452055,4688
5.084931507,4692
2009.520548,4732
2009.523288,4733
2009.526027,4734
6.235616438,4742
6.238356164,4743
2.287671233,4748
6.295890411,4751
5.295890411,4752
6.298630137,4753
5.298630137,4755
5.301369863,4757
5.304109589,4761
3.320547945,4768
5.328767123,4774
2009.728767,4788
5.430136986,4789
5.432876712,4791
3.964383562,4803
3.967123288,4806
2.501369863,4834
6.871232877,4993
6.873972603,4997
7.205479452,5191
1.873972603,5218
1.876712329,5220
1.879452055,5223
1.882191781,5227
1.884931507,5230
7.320547945,5236
5.331506849,5245
5.334246575,5248
5.336986301,5251
5.342465753,5256
7.405479452,5277
7.410958904,5283
7.446575342,5298
7.449315068,5301
3.449315068,5307
7.454794521,5309
6.457534247,5315
7.501369863,5337
3.539726027,5345
7.610958904,5370
3.608219178,5373
7.624657534,5388
7.654794521,5403
7.663013699,5409
7.665753425,5411
7.668493151,5415
5.868493151,885
6.238356164,4025
2009.241096,4607
1.443835616,5040
1.879452055,5224
1.536986301,941
1.424657534,5773
1.42739726,5774
1.808219178,5951
7.857534247,5958
6.084931507,6047
2011.610959,5562
3.706849315,5769
6.326027397,5793
3.961643836,4799
0.890410959,5787
3.890410959,5786
0,5427
3.704109589,5768
1.446575342,5776
2012.649315,5788
7.668493151,5901
4.2,5909
2.010958904,5918
1.84109589,5957
4.630136986,6055
5.879452055,893
3.01369863,4648
5.575342466,4677
3.969863014,4808
5.665753425,5417
0.005479452,5429
0.008219178,5430
0.010958904,5431
0.01369863,5432
0.016438356,5434
0.019178082,5436
0.021917808,5438
0.309589041,5490
7.093150685,5765
3.701369863,5767
1.430136986,5775
3.887671233,5784
6.317808219,5789
6.320547945,5791
6.353424658,5796
6.356164384,5797
6.35890411,5798
6.361643836,5799
4.161643836,5897
4.164383562,5900
2.02739726,5929
1.838356164,5952
7.860273973,5960
5.882191781,5970
5.912328767,5985
2.219178082,5996
2.224657534,5999
2.22739726,6001
4.635616438,6060
4.638356164,6061
6.150684932,6066
1.917808219,3397
5.857534247,873
5.871232877,887
5.887671233,902
5.849315068,5452
5.852054795,5454
5.854794521,5456
2.821917808,5565
2.824657534,5567
5.479452055,5618
2.983561644,5080
4.197260274,5908
0.389041096,5508
0.391780822,5510
0.394520548,5512
0.397260274,5515
0.4,5517
0.402739726,5519
6.594520548,5680
5.605479452,5687
5.608219178,5691
6.608219178,5692
6.610958904,5693
5.610958904,5694
5.61369863,5695
6.616438356,5699
5.616438356,5700
6.619178082,5701
5.619178082,5703
5.621917808,5706
5.624657534,5707
6.621917808,5705
6.624657534,5709
3.043835616,5657
0.830136986,5658
0.832876712,5662
6.605479452,5689
2011.912329,5677
7.126027397,5151
3.134246575,5155
6.153424658,5164
7.164383562,5169
7.202739726,5189
2010.610959,5213
6.454794521,5313
7.490410959,5326
7.495890411,5332
7.605479452,5362
0.024657534,5440
5.484931507,5622
5.487671233,5626
2011.849315,5642
2011.852055,5643
3.112328767,5647
3.115068493,5649
2011.868493,5650
2011.871233,5654
1.057534247,5711
1.060273973,5712
1.065753425,5715
1.068493151,5717
1.071232877,5720
7.095890411,5766
0.887671233,5785
1.668493151,5801
1.671232877,5803
3.904109589,5808
3.906849315,5811
3.909589041,5813
3.926027397,5815
3.928767123,5816
7.449315068,5825
7.457534247,5831
8.476712329,5843
8.479452055,5845
1.879452055,5878
1.882191781,5882
5.906849315,5981
5.917808219,5989
2.230136986,6003
2.232876712,6005
4.649315068,6040
6.093150685,6050
6.095890411,6051
6.153424658,6067
6.156164384,6068
4.723287671,6092
6.652054795,
4.306849315,7031
4.309589041,7033
1.849315068,7039
1.852054795,7040
1.15890411,7041
1.161643836,7042
1.164383562,7044
1.167123288,7046
1.169863014,7048
1.17260274,7050
4.583561644,7099
4.58630137,7100
4.589041096,7103
4.591780822,7107
1.449315068,7130
8.183561644,7142
1.536986301,7154
2017.10137,7162
1.605479452,7173
8.328767123,7179
1.64109589,7189
1.679452055,7203
1.728767123,7214
1.731506849,7215
2.901369863,4597
0.989041096,4604
5.082191781,4690
5.087671233,4694
5.106849315,4705
5.109589041,4706
5.112328767,4708
2009.454795,4710
6.15890411,4720
6.161643836,4721
2.15890411,4722
6.164383562,4724
2.498630137,4829
6.501369863,4832
3.652054795,4908
2.652054795,4910
2.654794521,4914
7.216438356,4933
1.353424658,4967
3.021917808,5113
7.02739726,5115
7.049315068,5128
7.123287671,5149
2010.70137,5263
3.030136986,5646
4.794520548,6106
2.945205479,6184
2.723287671,6208
5.254794521,6216
3.098630137,6347
0.221917808,6402
5.75890411,6419
3.353424658,6454
5.876712329,6459
0.482191781,6504
6.008219178,6509
0.501369863,6508
6.01369863,6512
2014.983562,6541
2.849315068,6608
3.989041096,6647
3.991780822,6648
3.994520548,6649
3.997260274,6650
4,6651
0.523287671,6658
1.632876712,6974
0.931506849,6977
0.934246575,6978
0.936986301,6980
0.939726027,6982
0.942465753,6984
0.945205479,6986
0.983561644,7000
0.98630137,7001
0.989041096,7003
1.04109589,7005
1.071232877,7013
1.073972603,7015
1.076712329,7017
4.293150685,7020
4.295890411,7021
4.298630137,7024
4.301369863,7026
4.934246575,6911
2.408219178,7375
2.410958904,7376
2.41369863,7377
2.416438356,7379
2.419178082,7381
4.723287671,7383
4.726027397,7384
4.728767123,7386
2018.082192,7392
2.547945205,7395
2.550684932,7397
2018.120548,7402
2018.139726,7410
2.632876712,7423
2.687671233,7425
2.690410959,7428
2.690410959,7445
2.693150685,7447
2.695890411,7450
2.698630137,7453
2.701369863,7455
2.704109589,7458
3.432876712,7462
3.435616438,7463
3.438356164,7465
3.44109589,7467
3.443835616,7469
3.446575342,7471
5.98630137,7490
5.989041096,7491
5.991780822,7493
5.994520548,7495
2.810958904,7497
2.81369863,7498
2.821917808,7500
2.824657534,7501
2.82739726,7503
2.830136986,7505
2.832876712,7507
2.835616438,7509
2.884931507,7517
2.887671233,7519
2.890410959,7521
2.893150685,7523
2.895890411,7525
2.898630137,7527
3.62739726,7529
2.950684932,7536
2.953424658,7538
3.657534247,7540
2.956164384,7541
3.660273973,7543
2.95890411,7545
2.994520548,7553
3.698630137,7555
3.706849315,7557
3.709589041,7558
3.712328767,7561
3.715068493,7564
3.717808219,7566
3.720547945,7568
3.04109589,7574
3.043835616,7575
3.046575342,7577
3.049315068,7579
3.767123288,7585
3.769863014,7586
3.77260274,7589
3.775342466,7591
3.778082192,7593
3.780821918,7597
3.794520548,7599
2018.671233,7602
3.838356164,7604
3.84109589,7605
3.843835616,7607
3.846575342,7609
3.849315068,7611
3.852054795,7613
3.15890411,7615
3.167123288,7616
3.169863014,7619
3.17260274,7621
3.175342466,7624
3.178082192,7625
3.180821918,7627
3.887671233,7629
3.890410959,7630
3.893150685,7632
3.895890411,7634
3.898630137,7636
3.901369863,7638
3.210958904,7645
3.21369863,7647
3.216438356,7650
3.928767123,7652
3.22739726,7653
2018.767123,7654
3.230136986,7658
3.232876712,7661
3.235616438,7668
3.287671233,7678
3.290410959,7680
3.293150685,7683
1.331506849,7690
3.295890411,7693
1.495890411,7695
2018.865753,7711
5.539726027,7713
5.542465753,7715
5.547945205,7721
3.347945205,7723
3.350684932,7725
3.353424658,7730
3.356164384,7733
3.361643836,7739
3.364383562,7744
3.367123288,7746
3.369863014,7750
3.345205479,7720
3.37260274,7754
5.545205479,7718
3.35890411,7738
3.38630137,7762
2.594520548,7770
2.6,7776
3.419178082,7781
3.460273973,7784
3.463013699,7786
3.465753425,7789
4.169863014,7790
3.468493151,7792
4.17260274,7794
3.471232877,7796
7.484931507,5854
7.479452055,5849
6.424657534,5604
6.421917808,5602
0.298630137,5486
0.693150685,5585
0.298630137,5485
1.890410959,5888
1.884931507,5885
2012.928767,5881
2012.926027,5880
4.090410959,5877
5.567123288,5867
5.564383562,5865
4.063013699,5862
5.561643836,5863
4.060273973,5861
4.057534247,5860
7.550684932,5859
7.547945205,5858
7.545205479,5857
0.701369863,5597
0.695890411,5591
4.065753425,5864
4.068493151,5866
4.071232877,5868
5.569863014,5869
4.079452055,5870
0.690410959,5675
0.687671233,5586
2.854794521,5584
2.838356164,5573
2.84109589,5575
2.843835616,5577
2.846575342,5579
2.849315068,5580
2.852054795,5583
1.860273973,7933
1.857534247,7931
5.024657534,7929
5.024657534,7927
1.854794521,7925
1.852054795,7922
1.849315068,7918
1.846575342,7916
3.649315068,7914
3.646575342,7911
5.791780822,7887
5.789041096,7885
5.78630137,7883
5.783561644,7881
5.780821918,7878
5.778082192,7876
0.526027397,7873
5.775342466,7870
5.77260274,7866
3.569863014,7861
5.761643836,7857
5.75890411,7854
5.756164384,7852
3.545205479,7850
3.542465753,7848
3.539726027,7846
3.536986301,7844
3.534246575,7842
3.531506849,7840
3.528767123,7838
3.526027397,7836
3.523287671,7834
3.520547945,7832
3.512328767,7831
3.509589041,7829
3.498630137,7825
3.495890411,7822
4.2,7819
3.493150685,7817
4.197260274,7814
4.194520548,7812
4.191780822,7810
2019.024658,7808
2019.019178,7806
4,7804
3.473972603,7800
6.887671233,7949
4.4,7958
4.402739726,7962
4.405479452,7966
4.408219178,7969
4.410958904,7971
5.906849315,7973
5.909589041,7975
4.416438356,7979
5.912328767,7977
5.917808219,7987
5.915068493,7983
2.005479452,7993
1.934246575,8007
3.75890411,8025
3.761643836,8027
3.764383562,8031
3.767123288,8034
4.473972603,8038
3.769863014,8036
2.073972603,8051
2019.350685,8057
3.821917808,8063
3.819178082,8060
3.824657534,8067
3.82739726,8070
3.010958904,8055
6.082191781,8099
6.084931507,8103
7.087671233,8105
4.589041096,8107
3.731506849,8000
3.734246575,8002
7.090410959,8111
4.591780822,8115
7.093150685,8117
4.605479452,8119
4.608219178,8126
3.104109589,8133
4.610958904,8136
4.61369863,8140
4.616438356,8144
2.536986301,8149
2.539726027,8153
4.632876712,8157
4.635616438,8159
4.638356164,8161
4.64109589,8165
4.643835616,8169
4.646575342,8171
3.953424658,8175
4.063013699,8205
4.060273973,8202
4.065753425,8208
4.068493151,8211
4.071232877,8213
4.073972603,8216
4.846575342,8232
4.849315068,8235
4.852054795,8238
4.854794521,8243
4.857534247,8248
4.860273973,8251
0.024657534,8264
0.02739726,8267
0.030136986,8269
0.032876712,8272
0.035616438,8274
0.038356164,8276
0.04109589,8278
0.043835616,8280
0.046575342,8282
0.049315068,8284
0.052054795,8286
0.054794521,8288
0.057534247,8290
3.895890411,
2019.813699,8291
0.473972603,8293
4.282191781,8295
4.284931507,8297
4.287671233,8301
4.290410959,8305
4.293150685,8308
1.005479452,8315
0.145205479,8317
0.147945205,8319
0.150684932,8321
0.153424658,8323
0.156164384,8325
0.15890411,8327
0.18630137,8332
0.189041096,8334
0.191780822,8336
0.194520548,8338
5.065753425,8340
0.197260274,8342
5.068493151,8344
0.2,8347
5.071232877,8349
0.202739726,8351
5.073972603,8353
0.205479452,8355
5.076712329,8357
5.079452055,8359
0.208219178,8361
0.210958904,8363
0.21369863,8365
0.219178082,8370
0.216438356,8367
0.221917808,8373
0.052054795,
2.991780822,7551
3.695890411,7552
2018.936986,7773
0.224657534,8377
2.589041096,8380
0.230136986,8392
0.22739726,8389
2.591780822,8385
0.232876712,8395
2.805479452,6582
4.550684932,5665
2011.605479,5561
4.249315068,4558
3.728767123,4417
6.161643836,6070
2.167123288,5966
7.671232877,5903
7.005479452,5752
2.82739726,5569
2011.616438,5564
4.265753425,5559
4.263013699,5558
4.408219178,4581
3.726027397,4413
7.161643836,4356
3.498630137,4228
2009.438356,4704
2009.457534,4711
4.64109589,6063
6.090410959,6049
6.15890411,6069
2.156164384,4718
0.268493151,8397
0.271232877,8399
0.273972603,8401
0.276712329,8403
0.279452055,8405
0.282191781,8407
4.457534247,8409
4.460273973,8411
6.684931507,8413
6.687671233,8415
6.690410959,8417
6.693150685,8419
0.405479452,8433
0.408219178,8435
0.410958904,8437
5.282191781,8439
0.326027397,8448
5.284931507,8446
0.41369863,8444
5.287671233,8451
0.328767123,8453
0.331506849,8456
5.290410959,8455
0.334246575,8461
5.293150685,8459
5.295890411,8465
0.336986301,8463
0.323287671,8442
4.605479452,8467
4.608219178,8469
0.446575342,8472
0.449315068,8474
0.452054795,8479
0.454794521,8482
0.457534247,8484
0.460273973,8486
2.838356164,8490
0.473972603,8488
2.84109589,8492
2.843835616,8493
0.098630137,8498
2.846575342,8496
0.101369863,8503
2.849315068,8501
2.852054795,8507
5.369863014,8514
0.495890411,8512
2.860273973,8510
5.37260274,8516
5.375342466,8518
5.378082192,8520
5.380821918,8522
5.383561644,8524
0.526027397,8533
0.528767123,8535
0.531506849,8537
0.534246575,8539
0.536986301,8541
0.539726027,8543
0.542465753,8545
2.906849315,8547
0.15890411,8552
2.915068493,4615
2.909589041,4611
2.906849315,4605
2.904109589,4601
5.904109589,5979
0.545205479,8549
0.547945205,8554
0.550684932,8556
0.553424658,8558
0.556164384,8562
0.55890411,8564
0.561643836,8566
0.564383562,8568
0.567123288,8570
0.569863014,8572
0.57260274,8574
